iter	Passed	Remaining
232	1135	3738
233	1138	3727
234	1141	3716
235	1144	3704
236	1146	3692
237	1153	3693
238	1156	3683
239	1159	3673
240	1162	3661
241	1167	3657
242	1173	3654
243	1176	3643
244	1179	3633
245	1183	3627
246	1187	3620
247	1190	3610
248	1193	3599
249	1197	3591
250	1203	3592
251	1208	3585
252	1210	3575
253	1214	3568
254	1217	3558
255	1220	3547
256	1223	3536
257	1226	3526
258	1232	3525
259	1235	3516
260	1238	3505
261	1240	3495
262	1245	3489
263	1249	3484
264	1252	3474
265	1255	3465
266	1258	3454
267	1262	3447
268	1265	3439
269	1268	3429
270	1271	3419
271	1274	3411
272	1282	3416
273	1287	3410
274	1290	3401
275	1295	3398
276	1299	3392
277	1303	3386
278	1311	3389
279	1315	3383
280	1319	3374
281	1323	3369
282	1330	3370
283	1335	3367
284	1341	3366
285	1346	3360
286	1349	3353
287	1352	3344
288	1359	3345
289	1364	3340
290	1367	3332
291	1371	3325
292	1375	3318
293	1378	3311
294	1381	3301
295	1384	3292
296	1390	3291
297	1393	3283
298	1396	3274
299	1399	3265
300	1402	3257
301	1408	3254
302	1411	3247
303	1414	3238
304	1417	3230
305	1423	3228
306	1426	3221
307	1429	3211
308	1432	3202
309	1437	3199
310	1441	3193
311	1444	3185
312	1447	3177
313	1450	3169
314	1469	3195
315	1473	3189
316	1476	3181
317	1479	3172
318	1481	3163
319	1485	3156
320	1488	3148
321	1490	3139
322	1493	3130
323	1496	3122
324	1502	3120
325	1509	3120
326	1513	3114
327	1517	3109
328	1520	3101
329	1523	3092
330	1525	3084
331	1528	3075
332	1532	3070
333	1536	3062
334	1538	3054
335	1542	3047
336	1544	3039
337	1553	3043
338	1557	3036
339	1560	3029
340	1564	3023
341	1568	3016
342	1571	3010
343	1574	3002
344	1577	2995
345	1586	2999
346	1590	2992
347	1592	2984
348	1598	2982
349	1603	2978
350	1607	2972
351	1612	2968
352	1616	2962
353	1619	2955
354	1622	2947
355	1630	2949
356	1636	2947
357	1639	2940
358	1643	2935
359	1647	2928
360	1650	2921
361	1653	2914
362	1656	2906
363	1663	2906
364	1668	2902
365	1670	2894
366	1675	2890
367	1680	2885
368	1683	2878
369	1686	2872
370	1690	2866
371	1694	2860
372	1697	2854
373	1701	2847
374	1705	2842
375	1713	2844
376	1718	2840
377	1725	2838
378	1729	2833
379	1732	2827
380	1735	2819
381	1740	2815
382	1744	2811
383	1747	2803
384	1750	2796
385	1754	2791
386	1759	2786
387	1763	2781
388	1766	2774
389	1770	2769
390	1774	2763
391	1779	2759
392	1782	2753
393	1785	2746
394	1789	2741
395	1793	2735
396	1796	2728
397	1799	2722
398	1802	2715
399	1805	2708
400	1809	2702
401	1811	2695
402	1814	2687
403	1820	2685
404	1825	2682
405	1830	2677
406	1834	2672
407	1837	2666
408	1840	2659
409	1843	2652
410	1845	2645
411	1849	2638
412	1851	2632
413	1854	2625
414	1857	2618
415	1860	2611
416	1866	2608
417	1870	2603
418	1872	2596
419	1875	2590
420	1878	2583
421	1881	2576
422	1884	2570
423	1887	2563
424	1890	2557
425	1893	2550
426	1896	2544
427	1899	2538
428	1901	2531
429	1905	2525
430	1908	2519
431	1912	2514
432	1916	2510
433	1920	2504
434	1923	2498
435	1926	2492
436	1929	2485
437	1932	2479
438	1935	2473
439	1938	2467
440	1941	2460
441	1944	2454
442	1946	2448
443	1949	2441
444	1953	2436
445	1957	2431
446	1960	2425
447	1963	2419
448	1966	2413
449	1970	2408
450	1974	2403
451	1977	2397
452	1980	2391
453	1983	2385
454	1986	2379
455	1988	2372
456	1991	2366
457	1995	2360
458	1998	2355
459	2003	2351
460	2006	2345
461	2009	2340
462	2012	2334
463	2015	2328
464	2018	2322
465	2021	2316
466	2023	2309
467	2027	2304
468	2029	2298
469	2032	2292
470	2035	2285
471	2038	2280
472	2041	2275
473	2045	2269
474	2048	2264
475	2052	2259
476	2056	2254
477	2060	2249
478	2063	2243
479	2066	2238
480	2069	2233
481	2073	2228
482	2077	2223
483	2081	2218
484	2086	2215
485	2092	2212
486	2096	2207
487	2099	2202
488	2104	2198
489	2108	2194
490	2111	2189
491	2115	2184
492	2119	2179
493	2123	2174
494	2126	2169
495	2130	2164
496	2133	2159
497	2137	2154
498	2140	2149
499	2144	2144
500	2148	2140
501	2153	2136
502	2156	2131
503	2159	2125
504	2163	2120
505	2166	2115
506	2170	2110
507	2173	2105
508	2177	2100
509	2182	2096
510	2185	2091
511	2189	2086
512	2192	2081
513	2196	2076
514	2199	2071
515	2203	2066
516	2207	2062
517	2210	2057
518	2213	2051
519	2217	2046
520	2221	2042
521	2224	2037
522	2228	2032
523	2231	2027
524	2235	2022
525	2239	2018
526	2243	2013
527	2246	2007
528	2249	2003
529	2253	1998
530	2257	1993
531	2260	1988
532	2264	1984
533	2269	1980
534	2273	1976
535	2277	1971
536	2282	1968
537	2286	1963
538	2291	1959
539	2295	1955
540	2299	1951
541	2303	1946
542	2307	1941
543	2310	1936
544	2314	1932
545	2318	1927
546	2321	1922
547	2325	1917
548	2329	1913
549	2332	1908
550	2336	1903
551	2339	1898
552	2344	1895
553	2349	1891
554	2352	1886
555	2356	1881
556	2361	1877
557	2365	1873
558	2368	1868
559	2371	1863
560	2376	1859
561	2379	1854
562	2383	1850
563	2387	1845
564	2390	1840
565	2394	1835
566	2397	1830
567	2401	1826
568	2404	1821
569	2408	1816
570	2412	1812
571	2415	1807
572	2417	1801
573	2420	1796
574	2423	1791
575	2426	1786
576	2429	1781
577	2432	1776
578	2435	1770
579	2438	1765
580	2441	1760
581	2444	1755
582	2447	1750
583	2450	1745
584	2453	1740
585	2456	1735
586	2459	1730
587	2462	1725
588	2465	1720
589	2468	1715
590	2471	1710
591	2473	1704
592	2476	1699
593	2480	1695
594	2483	1690
595	2486	1685
596	2489	1680
597	2493	1676
598	2496	1671
599	2500	1666
600	2503	1662
601	2508	1658
602	2511	1653
603	2515	1649
604	2518	1644
605	2521	1639
606	2525	1634
607	2527	1629
608	2530	1624
609	2533	1619
610	2536	1614
611	2539	1609
612	2542	1605
613	2547	1601
614	2550	1596
615	2553	1591
616	2556	1586
617	2559	1581
618	2562	1577
619	2566	1573
620	2569	1568
621	2573	1564
622	2577	1559
623	2581	1555
624	2585	1551
625	2588	1546
626	2592	1542
627	2596	1537
628	2600	1533
629	2603	1529
630	2607	1524
631	2610	1520
632	2614	1515
633	2617	1511
634	2621	1506
635	2625	1502
636	2628	1497
637	2632	1493
638	2635	1488
639	2638	1484
640	2642	1480
641	2646	1475
642	2650	1471
643	2653	1466
644	2656	1462
645	2660	1457
646	2664	1453
647	2667	1449
648	2673	1445
649	2680	1443
650	2684	1438
651	2687	1434
652	2691	1430
653	2695	1425
654	2699	1421
655	2703	1417
656	2706	1413
657	2710	1408
658	2713	1404
659	2718	1400
660	2722	1396
661	2727	1392
662	2730	1388
663	2735	1384
664	2740	1380
665	2744	1376
666	2748	1371
667	2751	1367
668	2754	1363
669	2759	1359
670	2764	1355
671	2768	1351
672	2771	1346
673	2776	1342
674	2779	1338
675	2783	1333
676	2786	1329
677	2790	1325
678	2794	1320
679	2797	1316
680	2801	1312
681	2805	1307
682	2808	1303
683	2812	1299
684	2816	1295
685	2820	1290
686	2824	1286
687	2827	1282
688	2830	1277
689	2834	1273
690	2837	1268
691	2841	1264
692	2845	1260
693	2848	1255
694	2851	1251
695	2857	1248
696	2861	1244
697	2865	1239
698	2869	1235
699	2873	1231
700	2877	1227
701	2880	1222
702	2884	1218
703	2887	1214
704	2891	1209
705	2894	1205
706	2897	1200
707	2901	1196
708	2906	1192
709	2910	1188
710	2913	1184
711	2917	1179
712	2920	1175
713	2924	1171
714	2927	1166
715	2931	1162
716	2934	1158
717	2938	1154
718	2941	1149
719	2945	1145
720	2949	1141
721	2953	1137
722	2956	1132
723	2959	1128
724	2962	1123
725	2966	1119
726	2969	1115
727	2972	1110
728	2975	1106
729	2978	1101
730	2982	1097
731	2985	1092
732	2988	1088
733	2991	1084
734	2995	1079
735	2998	1075
736	3001	1071
737	3004	1066
738	3008	1062
739	3012	1058
740	3015	1054
741	3018	1049
742	3022	1045
743	3025	1041
744	3029	1036
745	3032	1032
746	3035	1028
747	3039	1023
748	3042	1019
749	3046	1015
750	3049	1011
751	3053	1006
752	3056	1002
753	3059	998
754	3063	994
755	3066	989
756	3068	985
757	3072	980
758	3076	976
759	3079	972
760	3082	968
761	3085	963
762	3088	959
763	3091	955
764	3095	950
765	3098	946
766	3101	942
767	3104	937
768	3107	933
769	3110	928
770	3113	924
771	3115	920
772	3119	915
773	3123	912
774	3128	908
775	3132	904
776	3136	900
777	3139	895
778	3143	891
779	3145	887
780	3148	882
781	3151	878
782	3154	874
783	3157	870
784	3161	865
785	3164	861
786	3167	857
787	3170	852
788	3173	848
789	3176	844
790	3179	840
791	3182	835
792	3185	831
793	3188	827
794	3191	822
795	3194	818
796	3197	814
797	3199	809
798	3202	805
799	3205	801
800	3208	797
801	3210	792
802	3213	788
803	3216	784
804	3219	779
805	3222	775
806	3224	771
807	3227	766
808	3230	762
809	3233	758
810	3235	754
811	3239	750
812	3243	746
813	3247	741
814	3250	737
815	3255	734
816	3259	730
817	3263	726
818	3266	721
819	3269	717
820	3272	713
821	3274	709
822	3277	704
823	3280	700
824	3284	696
825	3287	692
826	3290	688
827	3293	684
828	3296	679
829	3298	675
830	3302	671
831	3305	667
832	3307	663
833	3310	658
834	3313	654
835	3316	650
836	3320	646
837	3322	642
838	3325	638
839	3328	633
840	3332	630
841	3335	625
842	3337	621
843	3340	617
844	3343	613
845	3346	609
846	3349	605
847	3352	600
848	3355	596
849	3358	592
850	3361	588
851	3364	584
852	3366	580
853	3369	576
854	3372	571
855	3375	567
856	3378	563
857	3382	559
858	3384	555
859	3387	551
860	3390	547
861	3393	543
862	3396	539
863	3399	535
864	3401	530
865	3404	526
866	3407	522
867	3410	518
868	3413	514
869	3416	510
870	3419	506
871	3422	502
872	3425	498
873	3428	494
874	3431	490
875	3434	486
876	3437	482
877	3440	478
878	3442	473
879	3446	470
880	3450	466
881	3452	461
882	3455	457
883	3458	453
884	3461	449
885	3464	445
886	3467	441
887	3470	437
888	3472	433
889	3475	429
890	3478	425
891	3481	421
892	3484	417
893	3487	413
894	3490	409
895	3493	405
896	3496	401
897	3499	397
898	3502	393
899	3505	389
900	3508	385
901	3513	381
902	3517	377
903	3520	373
904	3523	369
905	3526	365
906	3529	361
907	3532	357
908	3535	353
909	3538	349
910	3541	345
911	3544	342
912	3546	337
913	3549	333
914	3552	330
915	3555	326
916	3558	322
917	3561	318
918	3564	314
919	3566	310
920	3569	306
921	3572	302
922	3575	298
923	3578	294
924	3581	290
925	3584	286
926	3587	282
927	3590	278
928	3592	274
929	3595	270
930	3598	266
931	3601	262
932	3604	258
933	3607	254
934	3610	250
935	3612	247
936	3615	243
937	3618	239
938	3621	235
939	3624	231
940	3627	227
941	3630	223
942	3633	219
943	3636	215
944	3639	211
945	3642	207
946	3644	203
947	3648	200
948	3651	196
949	3654	192
950	3657	188
951	3660	184
952	3663	180
953	3666	176
954	3669	172
955	3671	168
956	3674	165
957	3677	161
958	3680	157
959	3683	153
960	3686	149
961	3689	145
962	3692	141
963	3695	138
964	3698	134
965	3701	130
966	3703	126
967	3706	122
968	3709	118
969	3712	114
970	3715	110
971	3718	107
972	3721	103
973	3724	99
974	3727	95
975	3730	91
976	3733	87
977	3736	84
978	3739	80
979	3742	76
980	3745	72
981	3748	68
982	3751	64
983	3754	61
984	3757	57
985	3760	53
986	3763	49
987	3767	45
988	3770	41
989	3773	38
990	3775	34
991	3778	30
992	3781	26
993	3784	22
994	3787	19
995	3789	15
996	3793	11
997	3796	7
998	3799	3
999	3801	0
