iter	RMSE
346	10.14176603
347	10.14030992
348	10.13869385
349	10.13591443
350	10.13408337
351	10.13282675
352	10.13106684
353	10.12922136
354	10.12750832
355	10.12329597
356	10.12165025
357	10.12005277
358	10.11888095
359	10.1167616
360	10.11357705
361	10.11114397
362	10.10918879
363	10.10732314
364	10.10531569
365	10.10006535
366	10.09900642
367	10.0976337
368	10.0950474
369	10.0921196
370	10.08917098
371	10.08729355
372	10.08596739
373	10.08439834
374	10.08229628
375	10.08153821
376	10.08082879
377	10.07963894
378	10.07734822
379	10.07463713
380	10.07027591
381	10.06790936
382	10.06712003
383	10.06581943
384	10.06377651
385	10.06200157
386	10.06071787
387	10.05916319
388	10.05613458
389	10.05430197
390	10.05121632
391	10.050015
392	10.04889469
393	10.04741654
394	10.04539402
395	10.04193309
396	10.04085503
397	10.03936556
398	10.03728822
399	10.03532956
400	10.03309483
401	10.0311261
402	10.02959888
403	10.02724946
404	10.02410418
405	10.02277224
406	10.02071085
407	10.01884967
408	10.01469518
409	10.01283122
410	10.01148181
411	10.00967259
412	10.00808773
413	10.00624424
414	10.00286474
415	10.00059053
416	9.997788249
417	9.995809599
418	9.993566144
419	9.991728057
420	9.988109177
421	9.986905061
422	9.986083939
423	9.984366632
424	9.982506546
425	9.980222301
426	9.977406307
427	9.973195649
428	9.971525715
429	9.968969644
430	9.96685808
431	9.96510925
432	9.963806835
433	9.962319342
434	9.960852657
435	9.95866031
436	9.955906876
437	9.951918372
438	9.949869004
439	9.947423387
440	9.945684718
441	9.941710055
442	9.940121506
443	9.938620289
444	9.937437796
445	9.934022732
446	9.931941329
447	9.930257265
448	9.92743132
449	9.926074376
450	9.923868084
451	9.922000533
452	9.920676092
453	9.919062835
454	9.917483005
455	9.91563843
456	9.9140887
457	9.91291617
458	9.910005116
459	9.909198542
460	9.907663434
461	9.906397243
462	9.902524872
463	9.901125457
464	9.89980893
465	9.897815691
466	9.897714892
467	9.896510763
468	9.892840732
469	9.891306844
470	9.889114777
471	9.887856058
472	9.886553606
473	9.885356963
474	9.883410443
475	9.882195517
476	9.880762287
477	9.879582653
478	9.878077258
479	9.873638412
480	9.872389472
481	9.871700113
482	9.870047828
483	9.869212466
484	9.864839262
485	9.863925856
486	9.862643608
487	9.860696272
488	9.859662877
489	9.858014578
490	9.856720079
491	9.855432365
492	9.849063816
493	9.848193606
494	9.846156678
495	9.845175403
496	9.843138322
497	9.842304025
498	9.840592754
499	9.837317941
500	9.834860365
501	9.833425658
502	9.831061669
503	9.830958524
504	9.829486372
505	9.827842279
506	9.824066213
507	9.822575626
508	9.820108172
509	9.819012736
510	9.817610092
511	9.816167872
512	9.814434817
513	9.813166138
514	9.812007066
515	9.809102759
516	9.808164413
517	9.807946165
518	9.806999941
519	9.805286283
520	9.804121974
521	9.803507694
522	9.803304374
523	9.802267287
524	9.801641943
525	9.799616019
526	9.797778819
527	9.797583438
528	9.796177052
529	9.792771583
530	9.791820558
531	9.790149942
532	9.787390064
533	9.787285122
534	9.784067705
535	9.781289118
536	9.779663216
537	9.777976584
538	9.777223164
539	9.775706966
540	9.774812394
541	9.772595016
542	9.771734485
543	9.770826334
544	9.770070655
545	9.767573399
546	9.765147532
547	9.76193858
548	9.760266213
549	9.757219532
550	9.755651589
551	9.754258013
552	9.754161913
553	9.750776432
554	9.749627931
555	9.748652317
556	9.747045679
557	9.745852053
558	9.743755187
559	9.742505993
560	9.741064325
561	9.73565842
562	9.734377562
563	9.733336033
564	9.731499561
565	9.730276279
566	9.728509744
567	9.7271759
568	9.724869236
569	9.723715649
570	9.721292047
571	9.720693816
572	9.719796351
573	9.718496905
574	9.716256183
575	9.715172164
576	9.71391645
577	9.713113291
578	9.712238534
579	9.711105992
580	9.710074863
581	9.709334981
582	9.707408884
583	9.706711884
584	9.705708495
585	9.704769812
586	9.70336066
587	9.702217409
588	9.700073743
589	9.698898855
590	9.6977158
591	9.695506086
592	9.694014921
593	9.691386065
594	9.689971425
595	9.689892782
596	9.688988384
597	9.686460718
598	9.685160806
599	9.683301889
600	9.682258203
601	9.681294634
602	9.678208312
603	9.676967781
604	9.675358253
605	9.673882524
606	9.672482231
607	9.6702748
608	9.669479501
609	9.668669015
610	9.668287792
611	9.667342766
612	9.666342524
613	9.665307196
614	9.664939519
615	9.664208743
616	9.663597706
617	9.661960381
618	9.6598505
619	9.65903048
620	9.657672762
621	9.656416452
622	9.655712606
623	9.65491231
624	9.654230179
625	9.652137587
626	9.651109388
627	9.649514576
628	9.649426573
629	9.648525876
630	9.646483941
631	9.643548529
632	9.640808515
633	9.63850227
634	9.637218088
635	9.636289222
636	9.635165481
637	9.633916092
638	9.631882085
639	9.630523554
640	9.627585717
641	9.626424818
642	9.625635378
643	9.624511889
644	9.623473954
645	9.622748359
646	9.622111696
647	9.620891125
648	9.618516863
649	9.617301164
650	9.61625228
651	9.613535515
652	9.611984221
653	9.610583819
654	9.608956448
655	9.608243197
656	9.604973327
657	9.603058054
658	9.601248453
659	9.599283912
660	9.598423529
661	9.596958967
662	9.595048227
663	9.593772401
664	9.592935547
665	9.591844292
666	9.589519525
667	9.588776188
668	9.586853995
669	9.585358823
670	9.583348133
671	9.582709732
672	9.581758613
673	9.580604822
674	9.579531567
675	9.579001209
676	9.577865304
677	9.576975234
678	9.574549382
679	9.572951312
680	9.572328864
681	9.568504456
682	9.567221918
683	9.566287623
684	9.565245241
685	9.564045592
686	9.562817292
687	9.562383779
688	9.561141339
689	9.558363519
690	9.556900866
691	9.556053141
692	9.555189106
693	9.553962756
694	9.552727314
695	9.552158513
696	9.549772849
697	9.549066245
698	9.548149137
699	9.546698773
700	9.545666822
701	9.545584877
702	9.544094595
703	9.543573405
704	9.542596083
705	9.541348324
706	9.539152053
707	9.538016316
708	9.537522618
709	9.536377328
710	9.535288536
711	9.534497115
712	9.53303345
713	9.530830774
714	9.528745961
715	9.528049109
716	9.527034201
717	9.525782739
718	9.525154009
719	9.524088131
720	9.523483603
721	9.520881612
722	9.519767293
723	9.518692253
724	9.517673302
725	9.516526293
726	9.515772688
727	9.514730128
728	9.513630276
729	9.512894962
730	9.512161411
731	9.511303385
732	9.50863714
733	9.507303438
734	9.506349505
735	9.50562945
736	9.504685004
737	9.503917865
738	9.503069172
739	9.501787256
740	9.499833207
741	9.498410588
742	9.49468712
743	9.493942261
744	9.491781337
745	9.491610182
746	9.4912476
747	9.490431769
748	9.489307125
749	9.48807012
750	9.486495165
751	9.485662922
752	9.484491143
753	9.483379853
754	9.482272218
755	9.481574089
756	9.480623914
757	9.479257489
758	9.477926018
759	9.476960739
760	9.476295747
761	9.476226964
762	9.475031353
763	9.474102473
764	9.473642757
765	9.473070926
766	9.470763828
767	9.469732234
768	9.469562074
769	9.468568029
770	9.4676752
771	9.467191892
772	9.466696099
773	9.465880174
774	9.465015791
775	9.464276408
776	9.462922067
777	9.462135874
778	9.461745094
779	9.460766943
780	9.459651755
781	9.457693311
782	9.456926752
783	9.45599029
784	9.455246739
785	9.454410338
786	9.452906377
787	9.451070836
788	9.449751719
789	9.449070022
790	9.448260853
791	9.447895989
792	9.447829625
793	9.446671817
794	9.445550677
795	9.444346064
796	9.443805048
797	9.442990524
798	9.442101146
799	9.441379426
800	9.439037945
801	9.438379705
802	9.438241718
803	9.435920185
804	9.435310259
805	9.432941551
806	9.431083107
807	9.430435667
808	9.430316709
809	9.428616492
810	9.428474368
811	9.427352902
812	9.42658366
813	9.425990284
814	9.425492883
815	9.424114311
816	9.423427749
817	9.42251275
818	9.421278725
819	9.420576248
820	9.419652076
821	9.419495896
822	9.418348449
823	9.417054609
824	9.416856554
825	9.416008348
826	9.415391083
827	9.414449497
828	9.413361828
829	9.412614232
830	9.411752575
831	9.411307841
832	9.410744
833	9.409714346
834	9.409636202
835	9.408920236
836	9.408191952
837	9.407507269
838	9.4067846
839	9.405682926
840	9.404872543
841	9.404500781
842	9.403692639
843	9.401547675
844	9.40064166
845	9.399803997
846	9.399227698
847	9.398142547
848	9.39754268
849	9.395895183
850	9.394997504
851	9.394530605
852	9.394151851
853	9.393419622
854	9.392678297
855	9.392260619
856	9.392124487
857	9.390796206
858	9.390094264
859	9.389960627
860	9.388112837
861	9.387127607
862	9.386187168
863	9.38505405
864	9.385009862
865	9.383804087
866	9.38313723
867	9.382032004
868	9.379813404
869	9.378341875
870	9.377842578
871	9.377261204
872	9.376357896
873	9.375719671
874	9.373116801
875	9.372243789
876	9.371206173
877	9.370072611
878	9.365904014
879	9.365237627
880	9.364253656
881	9.363662605
882	9.361477545
883	9.361391292
884	9.360807807
885	9.360316757
886	9.360024948
887	9.359371146
888	9.358287234
889	9.357700314
890	9.356164485
891	9.355697894
892	9.35547605
893	9.353024763
894	9.351960049
895	9.351258273
896	9.350396155
897	9.349924721
898	9.34895265
899	9.347865576
900	9.347471179
901	9.346956033
902	9.346884206
903	9.346051898
904	9.345748556
905	9.344707878
906	9.343078189
907	9.342675488
908	9.341847937
909	9.341461417
910	9.340352822
911	9.339330455
912	9.338347522
913	9.338257891
914	9.337952131
915	9.33726134
916	9.336413722
917	9.335575557
918	9.335368385
919	9.33447636
920	9.33368496
921	9.333005052
922	9.332580309
923	9.33174848
924	9.331429548
925	9.329031198
926	9.328574007
927	9.327765005
928	9.327679507
929	9.326990343
930	9.325419479
931	9.324316737
932	9.32381861
933	9.322883236
934	9.32177779
935	9.320794294
936	9.32032566
937	9.320290651
938	9.319625765
939	9.31888714
940	9.316657195
941	9.315992132
942	9.3149987
943	9.314077795
944	9.313310278
945	9.313154497
946	9.311882985
947	9.311142556
948	9.310357798
949	9.308122172
950	9.307308363
951	9.30645841
952	9.304863289
953	9.304228172
954	9.303506022
955	9.302797037
956	9.302066087
957	9.302034423
958	9.300541031
959	9.299895654
960	9.299828558
961	9.298825995
962	9.297165395
963	9.296537048
964	9.295957126
965	9.293998142
966	9.292927334
967	9.292095517
968	9.291569813
969	9.2908439
970	9.290437054
971	9.289311511
972	9.288721718
973	9.287915403
974	9.284558294
975	9.283894634
976	9.283207087
977	9.282516133
978	9.282224361
979	9.281475712
980	9.281417748
981	9.279555234
982	9.279198325
983	9.278425766
984	9.277922893
985	9.276795765
986	9.274681205
987	9.273843113
988	9.27289424
989	9.272352721
990	9.271385137
991	9.271062495
992	9.270931091
993	9.269597197
994	9.268871944
995	9.267816896
996	9.266859599
997	9.266172986
998	9.265716585
999	9.265645569
