iter	Passed	Remaining
301	1502	3473
302	1505	3463
303	1508	3454
304	1513	3449
305	1517	3440
306	1520	3431
307	1523	3422
308	1527	3415
309	1530	3406
310	1533	3397
311	1536	3388
312	1539	3379
313	1543	3373
314	1547	3365
315	1551	3358
316	1554	3349
317	1556	3339
318	1560	3331
319	1563	3321
320	1566	3313
321	1569	3304
322	1572	3295
323	1576	3288
324	1579	3280
325	1582	3271
326	1585	3263
327	1588	3254
328	1592	3248
329	1595	3239
330	1598	3230
331	1601	3222
332	1604	3214
333	1608	3207
334	1611	3198
335	1614	3190
336	1617	3182
337	1620	3173
338	1623	3166
339	1627	3158
340	1630	3150
341	1633	3142
342	1636	3134
343	1640	3128
344	1644	3121
345	1647	3114
346	1650	3106
347	1653	3097
348	1657	3091
349	1660	3083
350	1663	3075
351	1666	3067
352	1669	3060
353	1672	3052
354	1676	3045
355	1679	3037
356	1682	3030
357	1684	3021
358	1688	3015
359	1692	3009
360	1695	3001
361	1698	2993
362	1701	2986
363	1705	2979
364	1708	2971
365	1711	2964
366	1713	2955
367	1716	2948
368	1720	2942
369	1723	2934
370	1726	2926
371	1729	2919
372	1732	2911
373	1736	2906
374	1739	2899
375	1743	2893
376	1746	2886
377	1750	2880
378	1753	2873
379	1757	2868
380	1761	2861
381	1764	2854
382	1769	2850
383	1773	2844
384	1776	2838
385	1781	2834
386	1786	2829
387	1790	2823
388	1794	2818
389	1798	2813
390	1803	2808
391	1806	2802
392	1810	2796
393	1814	2790
394	1818	2784
395	1821	2777
396	1824	2770
397	1827	2763
398	1830	2757
399	1834	2751
400	1837	2744
401	1840	2738
402	1843	2730
403	1846	2724
404	1850	2717
405	1854	2712
406	1857	2706
407	1860	2699
408	1864	2694
409	1867	2687
410	1870	2680
411	1873	2673
412	1876	2666
413	1880	2661
414	1883	2654
415	1886	2648
416	1889	2641
417	1892	2634
418	1896	2630
419	1899	2623
420	1903	2617
421	1905	2610
422	1908	2603
423	1913	2599
424	1916	2592
425	1919	2586
426	1922	2579
427	1925	2573
428	1929	2568
429	1932	2562
430	1936	2555
431	1939	2549
432	1942	2544
433	1946	2538
434	1949	2532
435	1952	2526
436	1955	2519
437	1960	2515
438	1963	2509
439	1966	2502
440	1969	2496
441	1973	2491
442	1977	2486
443	1980	2480
444	1984	2474
445	1987	2469
446	1992	2464
447	1995	2458
448	1998	2452
449	2001	2446
450	2005	2441
451	2009	2436
452	2013	2430
453	2016	2425
454	2020	2419
455	2024	2415
456	2028	2410
457	2031	2404
458	2035	2399
459	2040	2395
460	2044	2390
461	2048	2385
462	2052	2380
463	2056	2375
464	2060	2370
465	2063	2364
466	2068	2360
467	2072	2355
468	2076	2350
469	2080	2345
470	2083	2339
471	2087	2334
472	2091	2330
473	2094	2324
474	2098	2319
475	2101	2313
476	2105	2308
477	2108	2303
478	2112	2297
479	2115	2291
480	2119	2286
481	2123	2282
482	2127	2277
483	2130	2271
484	2133	2265
485	2138	2261
486	2142	2256
487	2145	2250
488	2148	2245
489	2152	2240
490	2156	2235
491	2159	2229
492	2162	2223
493	2165	2218
494	2169	2213
495	2173	2208
496	2177	2204
497	2181	2198
498	2185	2194
499	2189	2189
500	2193	2184
501	2197	2179
502	2202	2176
503	2206	2171
504	2210	2166
505	2216	2163
506	2220	2159
507	2224	2154
508	2227	2149
509	2232	2144
510	2235	2139
511	2239	2134
512	2242	2128
513	2245	2123
514	2250	2118
515	2253	2113
516	2256	2108
517	2259	2102
518	2263	2098
519	2267	2092
520	2269	2086
521	2273	2081
522	2276	2076
523	2280	2071
524	2283	2066
525	2286	2060
526	2289	2055
527	2293	2049
528	2296	2044
529	2299	2039
530	2302	2033
531	2305	2028
532	2308	2023
533	2312	2018
534	2315	2012
535	2319	2007
536	2322	2002
537	2326	1997
538	2329	1992
539	2332	1987
540	2335	1981
541	2338	1976
542	2342	1971
543	2346	1967
544	2350	1962
545	2353	1956
546	2356	1951
547	2360	1947
548	2363	1941
549	2366	1936
550	2369	1931
551	2373	1925
552	2377	1921
553	2380	1916
554	2383	1910
555	2386	1906
556	2390	1900
557	2393	1896
558	2396	1890
559	2399	1885
560	2402	1880
561	2406	1875
562	2409	1870
563	2412	1865
564	2415	1859
565	2418	1854
566	2422	1849
567	2425	1845
568	2428	1839
569	2431	1834
570	2434	1829
571	2438	1824
572	2441	1819
573	2444	1814
574	2447	1809
575	2450	1804
576	2454	1799
577	2457	1794
578	2461	1789
579	2464	1784
580	2467	1779
581	2471	1774
582	2474	1769
583	2477	1764
584	2480	1759
585	2483	1754
586	2487	1750
587	2491	1745
588	2494	1740
589	2497	1735
590	2500	1730
591	2504	1726
592	2507	1721
593	2510	1716
594	2513	1711
595	2516	1706
596	2520	1701
597	2524	1696
598	2527	1691
599	2530	1686
600	2533	1681
601	2537	1677
602	2540	1672
603	2543	1667
604	2546	1662
605	2549	1657
606	2553	1653
607	2557	1648
608	2560	1643
609	2563	1638
610	2567	1634
611	2570	1629
612	2573	1624
613	2576	1619
614	2579	1614
615	2583	1610
616	2586	1605
617	2589	1600
618	2592	1595
619	2596	1591
620	2601	1587
621	2605	1583
622	2608	1578
623	2612	1574
624	2618	1570
625	2621	1566
626	2627	1562
627	2632	1559
628	2636	1554
629	2640	1550
630	2644	1546
631	2648	1542
632	2652	1537
633	2656	1533
634	2659	1528
635	2663	1524
636	2666	1519
637	2669	1514
638	2672	1510
639	2675	1505
640	2679	1500
641	2682	1495
642	2685	1491
643	2688	1486
644	2691	1481
645	2695	1477
646	2698	1472
647	2702	1467
648	2706	1463
649	2709	1458
650	2712	1454
651	2715	1449
652	2719	1444
653	2722	1440
654	2725	1435
655	2728	1430
656	2732	1426
657	2735	1421
658	2738	1416
659	2741	1412
660	2745	1407
661	2748	1403
662	2751	1398
663	2754	1393
664	2758	1389
665	2762	1385
666	2765	1380
667	2769	1376
668	2773	1372
669	2777	1368
670	2781	1363
671	2784	1359
672	2787	1354
673	2792	1350
674	2795	1346
675	2799	1341
676	2802	1337
677	2805	1332
678	2810	1328
679	2813	1324
680	2816	1319
681	2820	1314
682	2824	1310
683	2828	1306
684	2831	1301
685	2834	1297
686	2838	1293
687	2842	1288
688	2845	1284
689	2849	1280
690	2852	1275
691	2857	1271
692	2861	1267
693	2864	1262
694	2867	1258
695	2872	1254
696	2875	1249
697	2878	1245
698	2881	1240
699	2884	1236
700	2889	1232
701	2892	1228
702	2896	1223
703	2899	1219
704	2903	1214
705	2906	1210
706	2910	1206
707	2913	1201
708	2917	1197
709	2921	1193
710	2925	1188
711	2928	1184
712	2931	1179
713	2935	1175
714	2938	1171
715	2941	1166
716	2945	1162
717	2947	1157
718	2952	1153
719	2955	1149
720	2958	1144
721	2961	1140
722	2964	1135
723	2968	1131
724	2971	1127
725	2975	1122
726	2977	1118
727	2980	1113
728	2984	1109
729	2987	1105
730	2990	1100
731	2993	1096
732	2997	1091
733	3000	1087
734	3003	1083
735	3007	1078
736	3010	1074
737	3013	1069
738	3017	1065
739	3020	1061
740	3025	1057
741	3028	1053
742	3032	1049
743	3036	1044
744	3040	1040
745	3044	1036
746	3050	1033
747	3053	1028
748	3057	1024
749	3061	1020
750	3066	1016
751	3070	1012
752	3074	1008
753	3078	1004
754	3082	1000
755	3086	996
756	3089	991
757	3092	987
758	3098	983
759	3101	979
760	3105	975
761	3108	970
762	3113	967
763	3117	962
764	3122	959
765	3126	955
766	3130	950
767	3134	946
768	3137	942
769	3141	938
770	3145	934
771	3149	930
772	3152	925
773	3155	921
774	3160	917
775	3164	913
776	3168	909
777	3171	904
778	3175	900
779	3179	896
780	3183	892
781	3186	888
782	3191	884
783	3194	880
784	3198	875
785	3201	871
786	3205	867
787	3209	863
788	3212	859
789	3215	854
790	3218	850
791	3222	846
792	3226	842
793	3229	837
794	3233	833
795	3236	829
796	3240	825
797	3243	820
798	3246	816
799	3250	812
800	3253	808
801	3257	804
802	3261	800
803	3264	795
804	3267	791
805	3270	787
806	3274	783
807	3277	778
808	3281	774
809	3284	770
810	3288	766
811	3291	762
812	3295	758
813	3300	754
814	3304	750
815	3308	746
816	3311	741
817	3314	737
818	3317	733
819	3321	729
820	3325	725
821	3328	720
822	3331	716
823	3335	712
824	3339	708
825	3342	704
826	3345	699
827	3348	695
828	3352	691
829	3355	687
830	3358	683
831	3361	678
832	3364	674
833	3368	670
834	3371	666
835	3374	662
836	3377	657
837	3380	653
838	3384	649
839	3387	645
840	3390	641
841	3393	636
842	3396	632
843	3400	628
844	3403	624
845	3406	620
846	3410	615
847	3413	611
848	3417	607
849	3420	603
850	3423	599
851	3426	595
852	3429	590
853	3433	587
854	3436	582
855	3440	578
856	3443	574
857	3449	570
858	3453	566
859	3457	562
860	3461	558
861	3467	555
862	3471	551
863	3475	547
864	3483	543
865	3488	539
866	3492	535
867	3497	531
868	3501	527
869	3505	523
870	3509	519
871	3513	515
872	3517	511
873	3520	507
874	3523	503
875	3527	499
876	3530	495
877	3534	491
878	3537	486
879	3540	482
880	3545	478
881	3549	474
882	3552	470
883	3556	466
884	3559	462
885	3563	458
886	3567	454
887	3570	450
888	3573	446
889	3577	442
890	3581	438
891	3584	433
892	3587	429
893	3590	425
894	3594	421
895	3597	417
896	3600	413
897	3603	409
898	3607	405
899	3611	401
900	3614	397
901	3617	393
902	3620	388
903	3624	384
904	3628	380
905	3632	376
906	3635	372
907	3638	368
908	3642	364
909	3646	360
910	3649	356
911	3652	352
912	3657	348
913	3661	344
914	3665	340
915	3668	336
916	3687	333
917	3691	329
918	3695	325
919	3699	321
920	3703	317
921	3709	313
922	3713	309
923	3717	305
924	3722	301
925	3725	297
926	3729	293
927	3732	289
928	3736	285
929	3740	281
930	3743	277
931	3747	273
932	3751	269
933	3754	265
934	3757	261
935	3761	257
936	3764	253
937	3768	249
938	3772	245
939	3775	240
940	3778	236
941	3781	232
942	3785	228
943	3788	224
944	3792	220
945	3795	216
946	3799	212
947	3803	208
948	3806	204
949	3809	200
950	3812	196
951	3816	192
952	3820	188
953	3823	184
954	3826	180
955	3829	176
956	3833	172
957	3836	168
958	3839	164
959	3842	160
960	3845	156
961	3849	152
962	3853	148
963	3856	144
964	3859	139
965	3863	135
966	3866	131
967	3870	127
968	3873	123
969	3876	119
970	3880	115
971	3884	111
972	3887	107
973	3890	103
974	3893	99
975	3898	95
976	3902	91
977	3905	87
978	3909	83
979	3913	79
980	3918	75
981	3921	71
982	3926	67
983	3932	63
984	3936	59
985	3940	55
986	3945	51
987	3949	47
988	3952	43
989	3955	39
990	3961	35
991	3965	31
992	3968	27
993	3972	23
994	3976	19
995	3979	15
996	3982	11
997	3985	7
998	3988	3
999	3993	0
