iter	RMSE
151	5.222562041
152	5.217455196
153	5.211725479
154	5.203231816
155	5.196013375
156	5.190357343
157	5.185530957
158	5.171869774
159	5.165016415
160	5.158117542
161	5.154502778
162	5.141997817
163	5.137700682
164	5.131074539
165	5.123658592
166	5.116760142
167	5.111997027
168	5.105225079
169	5.099574435
170	5.09278641
171	5.085419544
172	5.081595298
173	5.076933805
174	5.070504697
175	5.064556121
176	5.05753045
177	5.051761921
178	5.041214922
179	5.037132404
180	5.029706829
181	5.024112555
182	5.018614355
183	5.012757329
184	5.005956935
185	4.9948598
186	4.98948228
187	4.981175435
188	4.977697995
189	4.972748716
190	4.968483604
191	4.960858514
192	4.950044937
193	4.937563288
194	4.929431212
195	4.924829967
196	4.917617405
197	4.907273331
198	4.901311459
199	4.897857426
200	4.893702069
201	4.886416142
202	4.881314418
203	4.874885321
204	4.868628739
205	4.866297597
206	4.857874073
207	4.850350977
208	4.846904516
209	4.842811581
210	4.836568322
211	4.830432516
212	4.826083357
213	4.81945193
214	4.815027862
215	4.813140351
216	4.808411355
217	4.805114795
218	4.797616031
219	4.792971258
220	4.785245503
221	4.782371088
222	4.777886764
223	4.774742055
224	4.77079356
225	4.766517709
226	4.760643805
227	4.759074104
228	4.756729357
229	4.753165103
230	4.749907996
231	4.744614721
232	4.739340383
233	4.735637947
234	4.732826605
235	4.729909395
236	4.727037083
237	4.716637988
238	4.714622311
239	4.707899533
240	4.705601725
241	4.699429048
242	4.696550951
243	4.691655982
244	4.688953148
245	4.681985008
246	4.675544991
247	4.670894513
248	4.66645261
249	4.664975289
250	4.66348224
251	4.657098348
252	4.650267042
253	4.646398947
254	4.643657237
255	4.637186878
256	4.63406238
257	4.630588202
258	4.624654898
259	4.620508795
260	4.618536726
261	4.615581612
262	4.609959679
263	4.608949232
264	4.603183964
265	4.602270262
266	4.597200865
267	4.594548649
268	4.589924573
269	4.587299788
270	4.583750706
271	4.578870868
272	4.575846278
273	4.570785187
274	4.56898702
275	4.563710106
276	4.56100102
277	4.559755301
278	4.556568394
279	4.55306874
280	4.550291701
281	4.547542731
282	4.541277204
283	4.531838537
284	4.529825355
285	4.52707911
286	4.522440868
287	4.517917894
288	4.515531219
289	4.512224142
290	4.509319862
291	4.506176587
292	4.50268902
293	4.494633224
294	4.489672692
295	4.486783858
296	4.484095325
297	4.483161928
298	4.478450035
299	4.475489243
300	4.47358315
301	4.471862738
302	4.4696097
303	4.466636741
304	4.463711622
305	4.460062756
306	4.457354751
307	4.453507536
308	4.450867082
309	4.446181878
310	4.442737239
311	4.441919455
312	4.439427815
313	4.437688064
314	4.435496914
315	4.431439778
316	4.429441424
317	4.429394473
318	4.428488295
319	4.4284435
320	4.425143956
321	4.422225391
322	4.419833213
323	4.419002351
324	4.413263598
325	4.406340195
326	4.404054048
327	4.400448907
328	4.398466822
329	4.397026356
330	4.39584081
331	4.393004981
332	4.390330318
333	4.386544111
334	4.386501299
335	4.38009726
336	4.375027862
337	4.372676282
338	4.372635807
339	4.37053269
340	4.36880031
341	4.364936326
342	4.362353386
343	4.361649879
344	4.356075696
345	4.351563474
346	4.349972112
347	4.349933184
348	4.347304085
349	4.34666642
350	4.344249712
351	4.343070029
352	4.339112005
353	4.337662701
354	4.33529432
355	4.329043856
356	4.326876046
357	4.326840129
358	4.325885008
359	4.321930788
360	4.319517291
361	4.31791501
362	4.314274666
363	4.311684419
364	4.307731106
365	4.306302641
366	4.306268154
367	4.304859026
368	4.303588747
369	4.303555424
370	4.300717788
371	4.299315774
372	4.294200253
373	4.294167401
374	4.291041541
375	4.286871163
376	4.28505698
377	4.28367818
378	4.283645975
379	4.280708609
380	4.279762942
381	4.279709853
382	4.277824788
383	4.275853198
384	4.270992578
385	4.266747498
386	4.263056198
387	4.261505546
388	4.261450706
389	4.257578474
390	4.255278324
391	4.252745742
392	4.248625663
393	4.246837386
394	4.241592421
395	4.240414875
396	4.237372031
397	4.234406569
398	4.234355833
399	4.233046117
400	4.231592332
401	4.228840447
402	4.228811831
403	4.22472823
404	4.221659443
405	4.219708649
406	4.217861872
407	4.215712602
408	4.211849256
409	4.209705877
410	4.208642775
411	4.20796735
412	4.206819359
413	4.203451714
414	4.202419598
415	4.200668708
416	4.200621689
417	4.199583121
418	4.19551074
419	4.190560342
420	4.188989119
421	4.188943584
422	4.185728317
423	4.181748342
424	4.180206897
425	4.17865368
426	4.176632669
427	4.174658572
428	4.173431934
429	4.172513817
430	4.169396771
431	4.166700047
432	4.164108124
433	4.162830989
434	4.159933654
435	4.156245453
436	4.155301306
437	4.154076999
438	4.153336525
439	4.151746015
440	4.151703008
441	4.148147707
442	4.147015612
443	4.14546563
444	4.144842661
445	4.144800647
446	4.142887621
447	4.142322891
448	4.142282558
449	4.140212843
450	4.137550358
451	4.136588438
452	4.136549453
453	4.134510229
454	4.134172257
455	4.131900554
456	4.131408214
457	4.12969346
458	4.12845835
459	4.12733561
460	4.124829574
461	4.123624682
462	4.122229051
463	4.118604716
464	4.118424464
465	4.116808726
466	4.115247128
467	4.113986633
468	4.112532709
469	4.10756596
470	4.106326566
471	4.104473305
472	4.100337615
473	4.095833715
474	4.093911073
475	4.093516187
476	4.092432852
477	4.091453369
478	4.08824301
479	4.087123642
480	4.083807239
481	4.0820555
482	4.081932784
483	4.080707927
484	4.07997083
485	4.076506479
486	4.075493826
487	4.072531486
488	4.07143763
489	4.070253769
490	4.068232745
491	4.067224224
492	4.064427944
493	4.063231918
494	4.060499978
495	4.060290472
496	4.059806439
497	4.059288175
498	4.058024444
499	4.057888521
500	4.056239843
501	4.054947839
502	4.053285942
503	4.052157203
504	4.051097424
505	4.048929022
506	4.047061367
507	4.045261987
508	4.044425221
509	4.042803018
510	4.041964252
511	4.041208049
512	4.038918343
513	4.035208748
514	4.034926853
515	4.034719642
516	4.034028762
517	4.033843151
518	4.033461961
519	4.030984307
520	4.028115912
521	4.025201338
522	4.025094214
523	4.024490294
524	4.024388327
525	4.024289775
526	4.02419458
527	4.023113183
528	4.020826902
529	4.019180494
530	4.017674202
531	4.016134903
532	4.015079761
533	4.014481986
534	4.013963271
535	4.012684256
536	4.011973948
537	4.010263759
538	4.00816621
539	4.006644102
540	4.004731333
541	4.0039053
542	4.001123894
543	3.997357507
544	3.994981053
545	3.992190444
546	3.989847952
547	3.987278263
548	3.985893933
549	3.985223357
550	3.984410864
551	3.983133905
552	3.9803065
553	3.979261929
554	3.978012524
555	3.976179133
556	3.973902549
557	3.969796796
558	3.968075921
559	3.967571225
560	3.965873011
561	3.964631346
562	3.963987494
563	3.96267783
564	3.961545229
565	3.960079058
566	3.957123013
567	3.955804056
568	3.95482694
569	3.954058769
570	3.951666226
571	3.950435345
572	3.947540094
573	3.946507809
574	3.944349103
575	3.944241737
576	3.944202673
577	3.943445446
578	3.940524261
579	3.93990005
580	3.939474014
581	3.939308662
582	3.93838932
583	3.936362637
584	3.931890392
585	3.931628867
586	3.929086597
587	3.927138179
588	3.924197516
589	3.923462574
590	3.921158295
591	3.919045046
592	3.918948062
593	3.918862182
594	3.918691955
595	3.917663525
596	3.917583776
597	3.915280517
598	3.912847848
599	3.911367361
600	3.910002955
601	3.907716063
602	3.903527304
603	3.901385862
604	3.900075673
605	3.897566297
606	3.896368752
607	3.894941225
608	3.892623529
609	3.89138288
610	3.889412612
611	3.88922914
612	3.888840117
613	3.88846539
614	3.88839491
615	3.886179789
616	3.885489018
617	3.884363707
618	3.883232457
619	3.882189035
620	3.882122213
621	3.88117323
622	3.881109724
623	3.880395284
624	3.877709854
625	3.877186497
626	3.875724721
627	3.873401536
628	3.871231819
629	3.870144194
630	3.868224946
631	3.866814613
632	3.865773399
633	3.864736348
634	3.863427964
635	3.862439401
636	3.86061247
637	3.859570774
638	3.858416704
639	3.857364897
640	3.857262165
641	3.855991991
642	3.855310614
643	3.854164158
644	3.853227873
645	3.852596185
646	3.850866843
647	3.850065941
648	3.848007695
649	3.847006993
650	3.846069124
651	3.845203078
652	3.842942118
653	3.842301407
654	3.840892113
655	3.840163508
656	3.839788435
657	3.839067998
658	3.837975751
659	3.836870181
660	3.836251433
661	3.835366919
662	3.833120083
663	3.832339058
664	3.831203605
665	3.830437605
666	3.829262434
667	3.827549362
668	3.825803534
669	3.824583516
670	3.823534649
671	3.822156586
672	3.820929827
673	3.820115955
674	3.818138094
675	3.817297059
676	3.816582091
677	3.816084498
678	3.815371569
679	3.814708587
680	3.814091474
681	3.812553511
682	3.810851075
683	3.810281562
684	3.808354989
685	3.806880138
686	3.806522886
687	3.804690144
688	3.80406124
689	3.803273755
690	3.801165176
691	3.800577426
692	3.799743661
693	3.799099274
694	3.797466651
695	3.7966431
696	3.795554276
697	3.794042209
698	3.79331323
699	3.792706695
700	3.790656557
701	3.789778347
702	3.789173491
703	3.789150016
704	3.787595236
705	3.786757881
706	3.784280426
707	3.784258078
708	3.782502257
709	3.781343644
710	3.780206822
711	3.777689632
712	3.776659334
713	3.774648643
714	3.773873481
715	3.772179973
716	3.770553074
717	3.769860317
718	3.769053396
719	3.768487808
720	3.767737581
721	3.765726501
722	3.7657048
723	3.765422121
724	3.763740308
725	3.763261261
726	3.761490701
727	3.76051215
728	3.758066742
729	3.757067191
730	3.757046134
731	3.754885392
732	3.753990445
733	3.75348033
734	3.752795959
735	3.750976919
736	3.749980529
737	3.748689941
738	3.747597114
739	3.746206639
740	3.745099569
741	3.744558357
742	3.742905332
743	3.742206557
744	3.740801811
745	3.739617886
746	3.739052539
747	3.73748555
748	3.735398117
749	3.734392012
750	3.733811169
751	3.73379083
752	3.732286936
753	3.731768501
754	3.728964355
755	3.727571994
756	3.726981246
757	3.726170756
758	3.724905535
759	3.723525117
760	3.72260951
761	3.722590011
762	3.722087772
763	3.720255265
764	3.719066653
765	3.718661584
766	3.718635686
767	3.717678171
768	3.716625509
769	3.714984831
770	3.713777276
771	3.713119103
772	3.712170476
773	3.712152577
774	3.71159937
775	3.711114084
776	3.710185457
777	3.709281154
778	3.708430442
779	3.707908509
780	3.706404889
781	3.705121956
782	3.702918385
783	3.7028941
784	3.702442489
785	3.701475258
786	3.700473637
787	3.698964196
788	3.697877022
789	3.696313936
790	3.695677038
791	3.694250253
792	3.692919566
793	3.691726445
794	3.690570107
795	3.689193165
796	3.688587022
797	3.687270566
798	3.686761808
799	3.686042393
800	3.686025142
801	3.684859368
802	3.684063095
803	3.683557477
804	3.683326505
805	3.682526522
806	3.682509677
807	3.68144031
808	3.680913939
809	3.68018564
810	3.677991563
811	3.677975273
812	3.677953297
813	3.67793237
814	3.676941159
815	3.676535629
816	3.674589327
817	3.67312323
818	3.672545157
819	3.671837279
820	3.670134288
821	3.668839827
822	3.668819626
823	3.668383695
824	3.668023002
825	3.665620032
826	3.664693221
827	3.663774326
828	3.663127184
829	3.662662445
830	3.662079651
831	3.660732816
832	3.658797181
833	3.658568227
834	3.657938916
835	3.656949458
836	3.655871119
837	3.655857208
838	3.654971145
839	3.653448501
840	3.652850506
841	3.652495117
842	3.651720593
843	3.651188077
844	3.650852886
845	3.650839371
846	3.649826976
847	3.647793228
848	3.647353693
849	3.645658703
850	3.643968575
851	3.643955592
852	3.643042273
853	3.641605495
854	3.640623551
855	3.640112981
856	3.639742241
857	3.638869823
858	3.638415995
859	3.638081816
860	3.636878267
861	3.636155669
862	3.632685241
863	3.630282987
864	3.628147936
865	3.627776672
866	3.627253182
867	3.625903434
868	3.62550917
869	3.624652208
870	3.623868764
871	3.62385271
872	3.623197274
873	3.622695336
874	3.621700084
875	3.620883181
876	3.620416177
877	3.619632936
878	3.618594466
879	3.616984387
880	3.61650138
881	3.614636704
882	3.613485436
883	3.612690791
884	3.611144047
885	3.609849756
886	3.608964855
887	3.608539535
888	3.607403489
889	3.606493938
890	3.605598526
891	3.605515908
892	3.604072294
893	3.603044612
894	3.601501845
895	3.600775824
896	3.600384226
897	3.599535231
898	3.598566988
899	3.597805308
900	3.596246484
901	3.595601908
902	3.594144605
903	3.593487237
904	3.592598277
905	3.592232621
906	3.591091848
907	3.59034816
908	3.590333802
909	3.589526981
910	3.588211186
911	3.587237732
912	3.586062773
913	3.584323452
914	3.583911842
915	3.583483174
916	3.582794476
917	3.58129197
918	3.580575064
919	3.579645598
920	3.578964946
921	3.577657279
922	3.575606593
923	3.575101247
924	3.574748244
925	3.573664073
926	3.573107704
927	3.571917096
928	3.571176234
929	3.570490846
930	3.570296452
931	3.569928818
932	3.569235218
933	3.56847705
934	3.56786401
935	3.566941421
936	3.566239797
937	3.564918607
938	3.564011226
939	3.563622816
940	3.562670254
941	3.562098521
942	3.561558221
943	3.560940177
944	3.559774867
945	3.558983397
946	3.557280015
947	3.556380228
948	3.555635675
949	3.554814461
950	3.553962778
951	3.55306045
952	3.552023682
953	3.550893271
954	3.550496953
955	3.548375918
956	3.547730864
957	3.546556988
958	3.545518599
959	3.544463628
960	3.544029719
961	3.543900568
962	3.542828455
963	3.542304182
964	3.541927518
965	3.541911923
966	3.541859734
967	3.540169867
968	3.538825266
969	3.538364801
970	3.538074312
971	3.537362628
972	3.537102766
973	3.535854135
974	3.535665432
975	3.535150146
976	3.534348348
977	3.533685897
978	3.532921717
979	3.5326279
980	3.531618241
981	3.531394748
982	3.530279873
983	3.529676632
984	3.528517082
985	3.528089203
986	3.527949809
987	3.527865166
988	3.527602763
989	3.527260573
990	3.526927862
991	3.525877986
992	3.525516472
993	3.524201247
994	3.52256042
995	3.521888119
996	3.52056592
997	3.520138547
998	3.519784132
999	3.519442685
